PMID,Year,DOI,PMC,Title,Status,Route,Attempts,Error,PDFPath
24664891,2014,10.1002/pon.3517,,Living with the physical and mental consequences of an ostomy: a study among 1-10-year rectal cancer survivors from the population-based PROFILES registry.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24664891.pdf
24670844,2015,10.1097/SLA.0000000000000594,PMC4379325,Comparative effectiveness of sphincter-sparing surgery versus abdominoperineal resection in rectal cancer: patient-reported outcomes in National Surgical Adjuvant Breast and Bowel Project randomized trial R-04.,pending,,0,,
24671803,2014,,,[Patients selection and response evaluation in neoadjuvant chemoradiation of rectal cancer].,pending,,0,,
24671810,2014,,,[Anatomy of the anal canal and staging of low rectal cancer with high resolution magnetic resonance imaging].,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24671815,2014,,,[Meta-analysis of diagnostic accuracy of magnetic resonance in restaging of rectal cancer after preoperative chemoradiotherapy].,pending,,0,,
24672298,2014,10.1155/2014/196068,PMC3932262,Diagnostic performance of positron emission tomography/computed tomography using fluorine-18 fluorodeoxyglucose in detecting locoregional nodal involvement in patients with anal canal cancer: a systematic review and meta-analysis.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24672298.pdf
24673921,2011,10.1016/j.prro.2010.11.006,,Rectal and bladder deformation and displacement during preoperative radiotherapy for rectal cancer: Are current margin guidelines adequate for conformal therapy?,pending,,0,,
24674189,2012,10.1016/j.prro.2011.11.001,,Neoadjuvant chemoradiation followed by interstitial prostate brachytherapy for synchronous prostate and rectal cancer.,pending,,0,,
24674478,2013,10.1016/j.prro.2013.01.040,,Molecular Imaging FDG-PET/CT Response to Neoadjuvant Oxaliplatin and Chemoradiation in Rectal Cancer as Prognostic Factor in Surveillance.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24674478.pdf
24674526,2013,10.1016/j.prro.2013.01.089,,Predicting Outcomes in Locally-Advanced Rectal Cancer Using Pretreatment FDG-PET Imaging.,pending,,0,,
24674533,2013,10.1016/j.prro.2013.01.097,,Voxelized Dose--FDG-PET Response in HDR Brachytherapy of Rectal Cancer.,pending,,0,,
24679359,2014,10.1016/j.ejso.2014.02.233,,Abdominosacral resection: long-term outcome in 86 patients with locally advanced or locally recurrent rectal cancer.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24679359.pdf
24686249,2014,10.1097/MNM.0000000000000120,,Are PREDIST criteria better than PERCIST criteria as a PET predictor of preoperative treatment response in rectal cancer?,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24686249.pdf
24687244,2014,10.1007/s00261-014-0124-y,,Clinical applications of 3D T2-weighted MRI in pelvic imaging.,pending,,0,,
24691640,2014,10.1158/1078-0432.CCR-13-2830,,Prognostic and predictive values of the immunoscore in patients with rectal cancer.,pending,,0,,
24694067,2014,10.1186/1748-717X-9-91,PMC3999881,Stereotactic body radiotherapy (sbrt) in lung oligometastatic patients: role of local treatments.,pending,,0,,
24695111,2014,10.1371/journal.pone.0092779,PMC3973633,"Prediction of nodal involvement in primary rectal carcinoma without invasion to pelvic structures: accuracy of preoperative CT, MR, and DWIBS assessments relative to histopathologic findings.",pending,,0,,
24702293,2014,,,[Evaluation of safe resection margins in rectal carcinoma].,not_found,scihub:title,3,scihub:title: 404/空响应（文献未收录）,
24709234,2014,,,Comparing histopathological and magnetic resonance imaging based mesorectal fascia status in patients with rectal carcinoma.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24742408,2014,,,Preoperative radiotherapy in rectal cancer treatment -- is it really a gold standard?,pending,,0,,
24746569,2014,10.1016/j.radonc.2014.03.006,,"Blood biomarkers are helpful in the prediction of response to chemoradiation in rectal cancer: a prospective, hypothesis driven study on patients with locally advanced rectal cancer.",pending,,0,,
24746578,2014,10.1016/j.radonc.2014.03.003,,Does a central review platform improve the quality of radiotherapy for rectal cancer? Results of a national quality assurance project.,pending,,0,,
24751125,2014,10.1111/ans.12409,,Accuracy of magnetic resonance imaging for preoperative staging of rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24751125.pdf
24752672,2014,10.2967/jnumed.113.127340,,Textural Parameters of Tumor Heterogeneity in ¹⁸F-FDG PET/CT for Therapy Response Assessment and Prognosis in Patients with Locally Advanced Rectal Cancer.,pending,,0,,
24760269,2014,10.1007/s00259-014-2752-4,,Integrated ¹⁸F-FDG PET/perfusion CT for the monitoring of neoadjuvant chemoradiotherapy in rectal carcinoma: correlation with histopathology.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24760269.pdf
24761412,2014,10.4174/astr.2014.86.2.76,PMC3994600,Robotic and laparoscopic pelvic lymph node dissection for rectal cancer: short-term outcomes of 21 consecutive series.,pending,,0,,
24762502,2014,10.4103/0973-1482.131465,,Influence of the intravenous contrast media on treatment planning dose calculations of lower esophageal and rectal cancers.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24762502.pdf
24765240,2014,10.4329/wjr.v6.i3.48,PMC3986420,Cost-effectiveness of Fluorine-18-Fluorodeoxyglucose positron emission tomography in tumours other than lung cancer: A systematic review.,pending,,0,,
24766302,2014,10.3109/07357907.2014.907420,,External beam radiotherapy ± chemotherapy in the treatment of anal canal cancer: a single-institute long-term experience on 100 patients.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24766302.pdf
24767672,2014,10.1016/j.diii.2014.03.010,,Utility of reassessment after neoadjuvant therapy and difficulties in interpretation.,pending,,0,,
24778655,2014,10.1155/2014/235930,PMC3977490,Matching biological mesh and negative pressure wound therapy in reconstructing an open abdomen defect.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24778655.pdf
24783283,2005,,,"Positron emission tomography (PET and PET/CT) in recurrent colorectal cancer: Executive summary of final report D06-01C, Version 1.0.",pending,,0,,
24786681,2014,10.1111/codi.12653,,The role of tissue diagnosis prior to neoadjuvant chemoradiotherapy for locally advanced rectal cancer.,pending,,0,,
24790655,2014,10.7150/jca.8871,PMC3982040,Future directions for the early detection of colorectal cancer recurrence.,pending,,0,,
24791649,2014,10.1016/j.ejrad.2014.03.012,,Multi-parametric MRI of rectal cancer - do quantitative functional MR measurements correlate with radiologic and pathologic tumor stages?,pending,,0,,
24791668,2014,10.1007/s00268-014-2577-0,,Late complications after proctectomy in rectal cancer patients who underwent radiotherapy.,pending,,0,,
24792676,2014,10.1016/j.mric.2014.01.004,,Magnetic resonance imaging in rectal cancer.,pending,,0,,
24802250,2014,10.1097/MEG.0000000000000116,,Management of rectal cancer in France in a well-defined population.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24802250.pdf
24802909,2014,10.1245/s10434-014-3753-z,,Systematic review of FDG-PET prediction of complete pathological response and survival in rectal cancer.,pending,,0,,
24806602,2014,10.1097/RLU.0000000000000438,,Prediction of survival and cancer recurrence using metabolic volumetric parameters measured by 18F-FDG PET/CT in patients with surgically resected rectal cancer.,pending,,0,,
24806605,2014,10.1097/RLU.0000000000000435,,When and why to use FDG PET/CT in locally advanced rectal cancer: two scenarios.,pending,,0,,
24807594,2014,10.1097/DCR.0000000000000123,,Development and implementation of a synoptic MRI report for preoperative staging of rectal cancer on a population-based level.,pending,,0,,
24807596,2014,10.1097/DCR.0000000000000070,,Barium enema and CT volumetry for predicting pathologic response to preoperative chemoradiotherapy in rectal cancer patients.,pending,,0,,
24807600,2014,10.1097/DCR.0000000000000100,PMC4433532,Management and outcome of perianal Paget's disease: a 6-decade institutional experience.,pending,,0,,
24807605,2014,10.1097/DCR.0000000000000127,,Multiparametric MRI of rectal cancer in the assessment of response to therapy: a systematic review.,pending,,0,,
24809516,2014,,,[Postoperative pathological staging correlates the prognosis of rectal cancer after neoadjuvant chemoradiotherapy].,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24817654,2014,10.1002/bjs.9522,,Multicentre propensity score-matched analysis of conventional versus extended abdominoperineal excision for low rectal cancer.,pending,,0,,
24835072,2014,10.1016/j.radonc.2014.04.014,,In vivo quality assurance of volumetric modulated arc therapy for ano-rectal cancer with thermoluminescent dosimetry and image-guidance.,pending,,0,,
24840244,2014,10.1007/s10151-014-1162-8,,Predicting response to neoadjuvant therapy for rectal cancer.,pending,,0,,
24842690,2014,10.1016/S0009-739X(14)70007-7,,Extended resection and pelvic exenteration in distal third rectal cancer.,pending,,0,,
24848820,2014,10.2214/AJR.13.11311,,Prognostic stratification by extramural depth of tumor invasion of primary rectal cancer based on the Radiological Society of North America proposal.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24848820.pdf
24848821,2014,10.2214/AJR.13.11228,,Evaluation of lateral pelvic nodes in patients with advanced rectal cancer.,pending,,0,,
24852859,2014,10.1177/030089161410000207,,Tumor volume reduction assessed by planning computed tomography in patients with rectal cancer during preoperative chemoradiation: impact of residual tumor volume on the prediction of pathologic tumor regression.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24852859.pdf
24852865,2014,10.1177/030089161410000213,,Incidence and dose-volume analysis of acute bladder toxicity following pelvic radiotherapy.,pending,,0,,
24876730,2014,10.3748/wjg.v20.i20.6081,PMC4033447,Bevacizumab in the pre-operative treatment of locally advanced rectal cancer: a systematic review.,pending,,0,,
24877151,2014,10.1155/2014/952843,PMC4024401,Prospective analysis of 18F-FDG PET/CT predictive value in patients with low rectal cancer treated with neoadjuvant chemoradiotherapy and conservative surgery.,pending,,0,,
24886668,2014,10.1186/1477-7819-12-161,PMC4059026,Quality of life in rectal cancer patients after radical surgery: a survey of Chinese patients.,pending,,0,,
24888694,2014,10.1111/codi.12678,,National and international guidelines for rectal cancer.,pending,,0,,
24898096,2014,10.1007/s00330-014-3231-9,,Value of gadofosveset-enhanced MRI and multiplanar reformatting for selecting good responders after chemoradiation for rectal cancer.,pending,,0,,
24899967,2010,10.1007/s13139-010-0050-z,PMC4042920,Endotracheal Metastasis Seen on FDG PET/CT in a Patient with Previous Colorectal Cancer.,pending,,0,,
24914419,2014,10.3978/j.issn.2223-4292.2014.01.02,PMC4032916,Diagnostic accuracy of MR imaging to identify and characterize focal liver lesions: comparison between gadolinium and superparamagnetic iron oxide contrast media.,not_found,scihub:title,4,scihub:title: 404/空响应（文献未收录）,
24915568,2014,10.1371/journal.pone.0099512,PMC4051753,"Correlation between serum tryptase, mast cells positive to tryptase and microvascular density in colo-rectal cancer patients: possible biological-clinical significance.",pending,,0,,
24922690,2014,,,Short-term clinical outcomes of postoperative intrapelvic bleeding after extended pelvic surgery: a single institute experience.,failed,scihub:title,3,"scihub:title: network: HTTPSConnectionPool(host='sci-hub.ee', port=443): Read timed out. (read timeout=45)",
24924947,2014,10.1002/bjs.9570,,Outcomes in locally advanced rectal cancer with highly selective preoperative chemoradiotherapy.,pending,,0,,
24925354,2014,10.1007/s10151-014-1172-6,,Surgical strategies in the management of recurrent retrorectal tumours.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24925354.pdf
24934670,2014,10.1016/j.clinimag.2014.05.003,,Predictors of mesorectal fascia invasion after gadolinium injection in rectal carcinoma after neoadjuvant therapy.,pending,,0,,
24942675,2014,10.1159/000363075,,Effectiveness of MRI for the assessment of mesorectal fascia involvement in patients with rectal cancer: a systematic review and meta-analysis.,pending,,0,,
24947004,2014,10.1016/j.radonc.2014.04.013,,"Anal cancer: ESMO-ESSO-ESTRO clinical practice guidelines for diagnosis, treatment and follow-up.",pending,,0,,
24950725,2014,10.1007/s00464-014-3622-7,,Predicting the pathological features of the mesorectum before the laparoscopic approach to rectal cancer.,pending,,0,,
24953355,2014,,,[Re-evaluation of the clinical significance of TNM staging of mid-low rectal cancer].,pending,,0,,
24953360,2014,,,[Prediction of efficacy of neoadjuvant radiochemotherapy based on depth of invasion in T3 rectal cancer].,pending,,0,,
24954622,2014,10.1586/17474124.2014.906898,,MR imaging for rectal cancer: the role in staging the primary and response to neoadjuvant therapy.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24954622.pdf
24957073,2014,10.1093/jnci/dju121,,TP53 mutational status and cetuximab benefit in rectal cancer: 5-year results of the EXPERT-C trial.,pending,,0,,
24960789,2012,10.1093/jscr/2012.9.3,PMC3649616,Signet cell carcinoma of the colon in a 17 year old child.,pending,,0,,
24968663,2011,,,A successful clinical pilot registry of four radiation oncology practices in Africa and Ontario.,pending,,0,,
24974862,2014,10.1111/codi.12698,,Comparison between magnetic resonance imaging and rigid rectoscopy in the preoperative identification of intra- and extraperitoneal rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24974862.pdf
24978328,2014,10.1097/RLU.0000000000000481,,Correlation between PET/CT parameters and KRAS expression in colorectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24978328.pdf
24979100,2014,,PMC4321511,New perspectives in treatment decision for integrated management of rectal cancer: multimodal research for multimodal treatments.,pending,,0,,
